245.5738,251.0566,252.0559,249.5528,257.5577,250.5335,248.9558,255.9846,258.2679,256.2333,254.2685,250.7624,249.8483,246.166,247.3465,253.127,249.7867,247.9977,253.2371,247.8085,255.0075,249.3795,247.8565,253.5481,256.7109,249.5631,248.9345,249.5158,255.8481,249.746,248.9524,249.0152,254.4502,258.0996,249.9229,250.0295,253.7011,258.2785,248.7511,257.841,258.4889,252.8802,251.7526,247.2374,255.0119,249.9256,253.7915,257.332,250.75,253.7565
248.8472,249.7287,252.9174,253.1261,251.749,255.7758,254.3126,257.05,254.089,255.3942,255.4363,255.0599,256.0587,246.8123,249.9875,249.0669,251.923,252.2003,246.1794,252.2425,249.8785,253.4898,252.4711,253.4967,250.44,253.1161,254.8792,255.295,254.1127,256.0366,254.4986,254.5831,254.7971,254.502,254.4564,256.2525,255.4905,252.9898,254.6347,256.0203,254.8861,256.7713,257.1876,254.045,257.1898,255.7609,256.8938,255.1699,255.774,255.392
250.0127,250.7708,253.8425,253.9845,252.792,256.8406,255.2386,258.3651,255.624,257.1712,257.6443,257.5851,257.68,247.9426,251.046,250.1436,252.8904,253.2165,247.4059,253.2507,250.9503,254.3461,253.4928,254.4097,251.5093,253.96,255.758,256.3985,255.0718,257.0029,255.7575,255.4914,255.7231,255.5286,255.4137,257.4721,256.5123,254.1107,256.298,257.1852,256.1693,257.991,258.6467,256.2669,258.6407,257.7621,258.5495,256.7803,257.8397,257.3841
257.478,253.5811,253.5136,249.8288,249.018,252.1169,258.613,249.9199,246.3029,246.2172,245.4804,246.5689,254.5684,255.4971,257.77,250.888,256.3279,258.8611,246.9684,258.9028,250.042,254.4075,258.3292,251.9317,249.0479,251.3309,255.9353,258.1753,251.1635,256.648,257.1455,252.0881,250.3017,249.9736,250.4555,256.7604,249.9185,248.0558,255.0458,249.9093,248.3225,251.2516,253.0141,251.4401,250.0235,251.0937,249.8989,246.4664,249.5553,246.5309
257.5498,254.8684,254.6285,250.6586,249.722,252.5136,259.0558,250.6228,246.7178,247.0224,245.7093,246.3357,254.2518,256.6702,258.6432,252.0262,257.435,259.354,247.6481,259.2092,250.9039,255.3439,258.4112,252.9154,249.7072,252.2344,256.4695,258.3144,251.9821,256.9019,257.0988,252.6239,251.1931,250.757,251.0669,256.7043,250.7164,248.8204,254.6964,250.822,249.243,251.6585,252.9893,250.4753,250.5024,250.6933,250.1175,247.417,249.2644,246.8825
246.2039,250.9997,251.7459,249.0591,257.7732,250.2513,249.0353,256.1786,258.7929,256.9714,255.1972,251.4864,250.0238,246.4715,247.6435,253.1427,249.673,248.3005,253.4604,248.2389,255.0966,248.9966,248.2933,253.2261,256.9151,249.0433,248.6561,249.5776,255.6596,249.5713,249.1811,248.599,254.1684,258.1901,249.5174,250.0685,253.4854,258.5484,248.9976,257.9222,258.7924,252.8493,251.946,247.4847,255.3345,250.3916,254.261,257.9367,251.3301,254.5674
255.6303,259.0103,258.7672,254.6283,255.1043,254.6715,258.0997,254.1152,251.1436,249.3011,247.9824,247.1,251.8164,257.8434,258.5233,258.3713,259.2387,258.3138,255.3024,257.3738,257.6544,257.6202,255.6366,258.0585,255.6998,255.9389,256.9305,256.2268,257.6461,256.2418,253.4327,254.8035,256.2671,255.7859,254.3582,254.4671,255.1945,253.2779,250.8954,255.2389,253.0313,254.4311,253.1685,247.7429,253.1408,249.5112,251.6718,250.0596,248.9945,248.2859
250.6752,250.1783,252.7672,252.7332,250.4732,255.6106,255.3043,256.3217,251.3049,254.953,255.7039,256.3826,257.2524,248.8533,251.8702,248.9251,252.7753,253.7862,246.0322,253.8238,249.4087,253.6756,254.2502,252.9004,249.7182,252.8418,255.1774,256.4749,253.1184,256.4876,256.493,254.4559,253.8053,252.8132,254.1171,257.2511,254.6734,250.7241,256.7955,254.4448,252.8058,256.5031,257.5036,256.5187,256.9277,256.8703,257.1115,254.0295,256.6989,255.9117
257.4639,251.9254,252.0389,249,248.6529,252.3457,257.861,249.9792,245.7691,246.7236,246.3772,248.764,256.2098,253.4122,256.0715,250.0274,254.4754,257.709,246.9583,258.4616,249.6263,252.9646,258.7815,250.8014,248.7717,250.1623,255.276,258.4024,250.261,256.7437,258.0893,251.8831,249.4221,249.2345,250.206,257.6018,249.3575,247.555,256.5937,249.1441,247.6183,251.6619,254.3794,253.815,250.7289,253.4922,251.3179,246.3787,251.9682,248.0831
249.6513,250.7016,253.9999,254.3113,253.2568,257.1459,255.245,258.8216,256.2714,257.614,258.0341,258.8282,257.8067,247.6412,250.8293,250.1504,252.872,253.0737,247.2956,253.1093,251.0572,254.4952,253.4576,254.6903,251.801,254.2188,255.8864,256.491,255.442,257.1755,255.8136,255.7599,256.1724,256.0818,255.727,257.6253,256.9487,254.7104,256.2963,257.6954,256.71,258.3593,258.9722,256.1895,259.0562,257.9483,258.9237,257.2788,258.0923,257.7397
